Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Humlehusene 12  2620 Albertslund,3.635.000 kr.,01-10-2022Alm. Salg,151 m² 24.073 kr/m²,4,1971,-3%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Mölndalsparken 89  2620 Albertslund,2.275.000 kr.,27-09-2022Alm. Salg,67 m² 33.955 kr/m²,3,1986,,Aktuel værdi
Rækkehus RRækkehus Tranehusene 30  2620 Albertslund,2.700.000 kr.,26-09-2022Alm. Salg,112 m² 24.107 kr/m²,4,1972,-3%,Aktuel værdi
Villa VVilla Herstedøstergade 25  2620 Albertslund,10.800.000 kr.,22-09-2022Alm. Salg,319 m² 33.856 kr/m²,8,1877,,Aktuel værdi
Rækkehus RRækkehus Degnehusene 35  2620 Albertslund,3.250.000 kr.,22-09-2022Alm. Salg,151 m² 21.523 kr/m²,4,1972,-7%,Aktuel værdi
Villa VVilla Ledøjevej 19  2620 Albertslund,2.200.000 kr.,22-09-2022Fam. Salg,87 m² 25.287 kr/m²,3,1887,,Aktuel værdi
Villa VVilla Flintager 17  2620 Albertslund,3.550.000 kr.,18-09-2022Alm. Salg,132 m² 26.894 kr/m²,5,1968,-1%,Aktuel værdi
Rækkehus RRækkehus Tranehusene 25  2620 Albertslund,3.075.000 kr.,14-09-2022Alm. Salg,112 m² 27.455 kr/m²,5,1972,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Mölndalsparken 64  2620 Albertslund,2.075.000 kr.,08-09-2022Alm. Salg,69 m² 30.072 kr/m²,3,1986,-5%,Aktuel værdi
Rækkehus RRækkehus Bispehusene 2  2620 Albertslund,3.050.000 kr.,07-09-2022Alm. Salg,112 m² 27.232 kr/m²,4,1972,-1%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 139  2600 Glostrup,3.250.000 kr.,01-09-2022Alm. Salg,96 m² 33.854 kr/m²,4,1967,-1%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kanaltorvet 8, 3. 30  2620 Albertslund",1.348.000 kr.,01-09-2022Alm. Salg,59 m² 22.847 kr/m²,1,1970,,Aktuel værdi
Villa VVilla Porsager 22  2620 Albertslund,3.975.000 kr.,01-09-2022Alm. Salg,137 m² 29.015 kr/m²,5,1965,-5%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 168  2600 Glostrup,2.948.000 kr.,29-08-2022Alm. Salg,96 m² 30.708 kr/m²,4,1968,,Aktuel værdi
Rækkehus RRækkehus Bispehusene 36  2620 Albertslund,2.700.000 kr.,25-08-2022Alm. Salg,108 m² 25.000 kr/m²,4,1974,-1%,Aktuel værdi
Villa VVilla Mørkager 34  2620 Albertslund,3.715.000 kr.,24-08-2022Alm. Salg,152 m² 24.441 kr/m²,4,1968,-2%,Aktuel værdi
Rækkehus RRækkehus Rytterhusene 20  2620 Albertslund,1.305.725 kr.,22-08-2022Alm. Salg,106 m² 12.318 kr/m²,4,1968,,Aktuel værdi
Rækkehus RRækkehus Birkelundsvej 9  2620 Albertslund,3.900.000 kr.,22-08-2022Alm. Salg,132 m² 29.545 kr/m²,4,2011,-2%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Mölndalsparken 10  2620 Albertslund,2.200.000 kr.,22-08-2022Alm. Salg,69 m² 31.884 kr/m²,3,1986,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 11, 1. 14  2620 Albertslund",1.300.000 kr.,22-08-2022Alm. Salg,49 m² 26.531 kr/m²,2,1972,-7%,Aktuel værdi
Rækkehus RRækkehus Humlehusene 112  2620 Albertslund,3.495.000 kr.,21-08-2022Alm. Salg,156 m² 22.404 kr/m²,4,1971,,Aktuel værdi
Villa VVilla Herstedøstergade 28  2620 Albertslund,4.225.000 kr.,21-08-2022Alm. Salg,170 m² 24.853 kr/m²,5,1968,-3%,Aktuel værdi
Villa VVilla Randager 21  2620 Albertslund,4.200.000 kr.,20-08-2022Alm. Salg,177 m² 23.729 kr/m²,5,1965,-7%,Aktuel værdi
Villa VVilla Hasselhaven 123  2600 Glostrup,4.100.000 kr.,20-08-2022Alm. Salg,126 m² 32.540 kr/m²,5,1962,-2%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Egebo 19  2620 Albertslund,2.800.000 kr.,17-08-2022Alm. Salg,107 m² 26.168 kr/m²,3,2008,-8%,Aktuel værdi
Villa VVilla Herstedøstervej 64A  2620 Albertslund,7.250.000 kr.,15-08-2022Alm. Salg,313 m² 23.163 kr/m²,6,1890,-2%,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 31  2620 Albertslund,2.550.000 kr.,14-08-2022Fam. Salg,106 m² 24.057 kr/m²,4,1968,,Aktuel værdi
Villa VVilla Flintager 59  2620 Albertslund,2.520.000 kr.,14-08-2022Andet,142 m² 17.746 kr/m²,5,1966,,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 29  2620 Albertslund,3.100.000 kr.,13-08-2022Alm. Salg,108 m² 28.704 kr/m²,4,1968,-3%,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 78  2620 Albertslund,2.900.000 kr.,10-08-2022Alm. Salg,106 m² 27.358 kr/m²,5,1968,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 24, 1. 12  2620 Albertslund",1.300.000 kr.,10-08-2022Alm. Salg,49 m² 26.531 kr/m²,2,1972,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 7, 2. 22  2620 Albertslund",1.350.000 kr.,10-08-2022Alm. Salg,49 m² 27.551 kr/m²,2,1972,-3%,Aktuel værdi
Villa VVilla Randager 58  2620 Albertslund,1.000.000 kr.,08-08-2022Alm. Salg,123 m² 8.130 kr/m²,4,1965,,Aktuel værdi
Villa VVilla Borgager 13  2620 Albertslund,4.448.000 kr.,08-08-2022Alm. Salg,123 m² 36.163 kr/m²,4,1967,-1%,Aktuel værdi
Rækkehus RRækkehus Robinievej 58  2620 Albertslund,950.000 kr.,07-08-2022Fam. Salg,110 m² 8.636 kr/m²,4,2008,,Aktuel værdi
Rækkehus RRækkehus Birkelundsvej 7  2620 Albertslund,3.790.000 kr.,04-08-2022Alm. Salg,132 m² 28.712 kr/m²,4,2011,-5%,Aktuel værdi
Villa VVilla Kastanievej 19  2620 Albertslund,5.975.000 kr.,03-08-2022Alm. Salg,187 m² 31.952 kr/m²,6,2017,-5%,Aktuel værdi
Rækkehus RRækkehus Glentehusene 63  2620 Albertslund,1.333.864 kr.,02-08-2022Fam. Salg,108 m² 12.351 kr/m²,4,1968,,Aktuel værdi
Villa VVilla Randager 54  2620 Albertslund,4.745.000 kr.,30-07-2022Alm. Salg,181 m² 26.215 kr/m²,6,1968,-1%,Aktuel værdi
Villa VVilla Hasselhaven 89  2600 Glostrup,3.700.000 kr.,28-07-2022Alm. Salg,122 m² 30.328 kr/m²,5,1968,,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 54  2620 Albertslund,2.700.000 kr.,25-07-2022Alm. Salg,108 m² 25.000 kr/m²,5,1968,0%,Aktuel værdi
Rækkehus RRækkehus Præstehusene 19  2620 Albertslund,1.700.000 kr.,20-07-2022Fam. Salg,152 m² 11.184 kr/m²,4,1970,,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 36  2620 Albertslund,2.850.000 kr.,20-07-2022Alm. Salg,106 m² 26.887 kr/m²,5,1968,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 30, 3. 33  2620 Albertslund",2.050.000 kr.,20-07-2022Alm. Salg,97 m² 21.134 kr/m²,4,1972,-7%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 111  2600 Glostrup,2.950.000 kr.,19-07-2022Alm. Salg,100 m² 29.500 kr/m²,4,1968,-5%,Aktuel værdi
Villa VVilla Platanhaven 21  2600 Glostrup,2.995.000 kr.,18-07-2022Alm. Salg,127 m² 23.583 kr/m²,3,1966,,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 35  2620 Albertslund,2.895.000 kr.,13-07-2022Alm. Salg,106 m² 27.311 kr/m²,4,1968,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 1, st. 1  2620 Albertslund",2.200.000 kr.,13-07-2022Alm. Salg,102 m² 21.569 kr/m²,4,1972,-2%,Aktuel værdi
Villa VVilla Randager 89  2620 Albertslund,3.500.000 kr.,12-07-2022Fam. Salg,143 m² 24.476 kr/m²,5,1968,,Aktuel værdi
Rækkehus RRækkehus Skyttehusene 29  2620 Albertslund,2.598.000 kr.,05-07-2022Alm. Salg,108 m² 24.056 kr/m²,5,1968,,Aktuel værdi
Villa VVilla Herstedøstervej 62  2620 Albertslund,3.900.000 kr.,05-07-2022Fam. Salg,170 m² 22.941 kr/m²,7,1961,,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 55  2620 Albertslund,2.550.000 kr.,30-06-2022Alm. Salg,106 m² 24.057 kr/m²,5,1968,-2%,Aktuel værdi
Rækkehus RRækkehus Glentehusene 3  2620 Albertslund,2.875.000 kr.,30-06-2022Alm. Salg,106 m² 27.123 kr/m²,4,1968,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Mölndalsparken 79  2620 Albertslund,2.300.000 kr.,29-06-2022Alm. Salg,69 m² 33.333 kr/m²,3,1986,2%,Aktuel værdi
Villa VVilla Herstedøstergade 6  2620 Albertslund,3.600.000 kr.,29-06-2022Alm. Salg,192 m² 18.750 kr/m²,5,1966,-10%,Aktuel værdi
Villa VVilla Snebærhaven 72  2620 Albertslund,3.560.000 kr.,29-06-2022Alm. Salg,105 m² 33.905 kr/m²,4,1969,-6%,Aktuel værdi
Rækkehus RRækkehus Pilehusene 162  2600 Glostrup,2.850.000 kr.,27-06-2022Alm. Salg,110 m² 25.909 kr/m²,4,1973,-5%,Aktuel værdi
Rækkehus RRækkehus Tornegårdsvej 40  2620 Albertslund,3.525.000 kr.,25-06-2022Alm. Salg,119 m² 29.622 kr/m²,4,2014,1%,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 15  2620 Albertslund,3.000.000 kr.,23-06-2022Alm. Salg,106 m² 28.302 kr/m²,5,1968,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Tornegårdsvej 62, st  2620 Albertslund",2.110.000 kr.,22-06-2022Alm. Salg,62 m² 34.032 kr/m²,2,2008,-4%,Aktuel værdi
Rækkehus RRækkehus Præstehusene 91  2620 Albertslund,3.495.000 kr.,14-06-2022Alm. Salg,151 m² 23.146 kr/m²,4,1970,,Aktuel værdi
Rækkehus RRækkehus Jægerhusene 41  2620 Albertslund,2.948.000 kr.,14-06-2022Alm. Salg,108 m² 27.296 kr/m²,5,1968,,Aktuel værdi
Rækkehus RRækkehus Bispehusene 31  2620 Albertslund,3.000.000 kr.,09-06-2022Alm. Salg,112 m² 26.786 kr/m²,4,1972,-3%,Aktuel værdi
Rækkehus RRækkehus Lange Eng 36  2620 Albertslund,4.500.000 kr.,09-06-2022Alm. Salg,115 m² 39.130 kr/m²,5,2008,,Aktuel værdi
Villa VVilla Ledøjevej 26  2620 Albertslund,3.500.000 kr.,09-06-2022Alm. Salg,125 m² 28.000 kr/m²,3,1877,-2%,Aktuel værdi
Villa VVilla Platanhaven 7  2600 Glostrup,1.997.500 kr.,09-06-2022Fam. Salg,152 m² 13.141 kr/m²,5,1967,,Aktuel værdi
Rækkehus RRækkehus Enighedsvej 4  2620 Albertslund,1.334.178 kr.,08-06-2022Alm. Salg,127 m² 10.505 kr/m²,5,1920,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 15, 1. 12  2620 Albertslund",1.375.000 kr.,08-06-2022Alm. Salg,49 m² 28.061 kr/m²,2,1972,-1%,Aktuel værdi
Villa VVilla Kongsager 38  2620 Albertslund,3.700.000 kr.,08-06-2022Alm. Salg,164 m² 22.561 kr/m²,6,1968,-5%,Aktuel værdi
Villa VVilla Herstedvesterstræde 18A  2620 Albertslund,2.488.000 kr.,08-06-2022Alm. Salg,140 m² 17.771 kr/m²,4,2023,-10%,Aktuel værdi
Rækkehus RRækkehus Bispehusene 27  2620 Albertslund,3.295.000 kr.,07-06-2022Alm. Salg,108 m² 30.509 kr/m²,4,1972,,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 19  2620 Albertslund,2.300.000 kr.,06-06-2022Alm. Salg,106 m² 21.698 kr/m²,5,1968,-4%,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 81  2620 Albertslund,1.450.000 kr.,06-06-2022Andet,106 m² 13.679 kr/m²,5,1968,,Aktuel værdi
Rækkehus RRækkehus Præstehusene 114  2620 Albertslund,2.900.000 kr.,03-06-2022Alm. Salg,151 m² 19.205 kr/m²,4,1969,,Aktuel værdi
Rækkehus RRækkehus Tranehusene 50  2620 Albertslund,1.412.500 kr.,02-06-2022Alm. Salg,108 m² 13.079 kr/m²,4,1972,,Aktuel værdi
Rækkehus RRækkehus Lange Eng 42  2620 Albertslund,4.595.000 kr.,02-06-2022Alm. Salg,115 m² 39.957 kr/m²,5,2008,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 14, 3. 34  2620 Albertslund",1.300.000 kr.,01-06-2022Alm. Salg,49 m² 26.531 kr/m²,2,1971,-5%,Aktuel værdi
Rækkehus RRækkehus Poppelhusene 37  2600 Glostrup,3.025.000 kr.,31-05-2022Alm. Salg,120 m² 25.208 kr/m²,5,1974,1%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Egebo 13A  2620 Albertslund,2.900.000 kr.,31-05-2022Alm. Salg,105 m² 27.619 kr/m²,3,2008,-3%,Aktuel værdi
Villa VVilla Platanhaven 57  2600 Glostrup,3.925.000 kr.,31-05-2022Alm. Salg,143 m² 27.448 kr/m²,4,1967,,Aktuel værdi
Rækkehus RRækkehus Poppelhusene 13  2600 Glostrup,3.157.000 kr.,30-05-2022Alm. Salg,120 m² 26.308 kr/m²,5,1974,-3%,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 5  2620 Albertslund,1.400.000 kr.,30-05-2022Fam. Salg,106 m² 13.208 kr/m²,4,1968,,Aktuel værdi
Villa VVilla Randager 112  2620 Albertslund,3.500.000 kr.,30-05-2022Alm. Salg,132 m² 26.515 kr/m²,5,1967,-3%,Aktuel værdi
Villa VVilla Snebærhaven 36  2620 Albertslund,4.350.000 kr.,28-05-2022Alm. Salg,183 m² 23.770 kr/m²,6,1969,-3%,Aktuel værdi
Rækkehus RRækkehus Askebo 25  2620 Albertslund,3.850.000 kr.,26-05-2022Alm. Salg,126 m² 30.556 kr/m²,5,2012,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 16, st. 4  2620 Albertslund",1.400.000 kr.,26-05-2022Alm. Salg,49 m² 28.571 kr/m²,2,1971,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 12, 3. 32  2620 Albertslund",1.350.000 kr.,26-05-2022Alm. Salg,49 m² 27.551 kr/m²,2,1971,-3%,Aktuel værdi
Villa VVilla Porsager 58  2620 Albertslund,3.250.000 kr.,26-05-2022Alm. Salg,111 m² 29.279 kr/m²,4,1965,-1%,Aktuel værdi
Rækkehus RRækkehus Pilehusene 8  2600 Glostrup,2.600.000 kr.,25-05-2022Fam. Salg,112 m² 23.214 kr/m²,4,1973,,Aktuel værdi
Rækkehus RRækkehus Præstehusene 24  2620 Albertslund,3.100.000 kr.,24-05-2022Alm. Salg,151 m² 20.530 kr/m²,6,1970,-3%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 62  2600 Glostrup,2.950.000 kr.,23-05-2022Alm. Salg,96 m² 30.729 kr/m²,4,1968,-2%,Aktuel værdi
Villa VVilla Porsager 31  2620 Albertslund,1.391.000 kr.,23-05-2022Fam. Salg,97 m² 14.340 kr/m²,4,1966,,Aktuel værdi
Villa VVilla Gamle Landevej 30  2620 Albertslund,3.400.000 kr.,23-05-2022Alm. Salg,173 m² 19.653 kr/m²,6,1932,-15%,Aktuel værdi
Villa VVilla Kvædehaven 141  2600 Glostrup,4.100.000 kr.,21-05-2022Alm. Salg,194 m² 21.134 kr/m²,7,1969,-9%,Aktuel værdi
Rækkehus RRækkehus Pilehusene 6  2600 Glostrup,3.030.000 kr.,18-05-2022Alm. Salg,114 m² 26.579 kr/m²,5,1973,1%,Aktuel værdi
Rækkehus RRækkehus Tornegårdsvej 41  2620 Albertslund,1.800.000 kr.,18-05-2022Alm. Salg,129 m² 13.953 kr/m²,4,2014,,Aktuel værdi
Rækkehus RRækkehus Robinievej 35  2620 Albertslund,3.950.000 kr.,18-05-2022Alm. Salg,141 m² 28.014 kr/m²,5,2007,-4%,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 34  2620 Albertslund,2.750.000 kr.,17-05-2022Alm. Salg,108 m² 25.463 kr/m²,4,1968,-2%,Aktuel værdi
Villa VVilla Lavager 34  2620 Albertslund,3.425.000 kr.,16-05-2022Alm. Salg,132 m² 25.947 kr/m²,5,1967,-5%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 276  2600 Glostrup,3.195.000 kr.,15-05-2022Alm. Salg,96 m² 33.281 kr/m²,4,1968,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 11, st. 2  2620 Albertslund",800.000 kr.,15-05-2022Andet,33 m² 24.242 kr/m²,1,1972,,Aktuel værdi
Rækkehus RRækkehus Fiskerhusene 7  2620 Albertslund,3.075.000 kr.,10-05-2022Alm. Salg,106 m² 29.009 kr/m²,4,1968,-5%,Aktuel værdi
Rækkehus RRækkehus Fængselsvej 4  2620 Albertslund,4.595.000 kr.,10-05-2022Alm. Salg,134 m² 34.291 kr/m²,5,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 4, 3. 31  2620 Albertslund",787.500 kr.,10-05-2022Alm. Salg,102 m² 7.721 kr/m²,4,1971,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kanaltorvet 8, 3. 29  2620 Albertslund",1.350.000 kr.,08-05-2022Alm. Salg,59 m² 22.881 kr/m²,1,1970,4%,Aktuel værdi
Rækkehus RRækkehus Præstehusene 5  2620 Albertslund,3.375.000 kr.,04-05-2022Alm. Salg,144 m² 23.438 kr/m²,5,1970,,Aktuel værdi
Rækkehus RRækkehus Falkehusene 71  2620 Albertslund,2.695.000 kr.,04-05-2022Alm. Salg,106 m² 25.425 kr/m²,5,1968,,Aktuel værdi
Rækkehus RRækkehus Jægerhusene 26  2620 Albertslund,3.200.000 kr.,03-05-2022Alm. Salg,108 m² 29.630 kr/m²,4,1968,0%,Aktuel værdi
Rækkehus RRækkehus Rytterhusene 64  2620 Albertslund,701.250 kr.,03-05-2022Fam. Salg,106 m² 6.616 kr/m²,4,1968,,Aktuel værdi
Villa VVilla Snebærhaven 29  2620 Albertslund,4.250.000 kr.,30-04-2022Alm. Salg,183 m² 23.224 kr/m²,5,1969,-1%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 246  2600 Glostrup,2.475.000 kr.,27-04-2022Alm. Salg,96 m² 25.781 kr/m²,4,1968,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 18, 1. 14  2620 Albertslund",1.395.000 kr.,27-04-2022Alm. Salg,49 m² 28.469 kr/m²,2,1972,,Aktuel værdi
Villa VVilla Platanhaven 69  2600 Glostrup,2.000.000 kr.,27-04-2022Fam. Salg,133 m² 15.038 kr/m²,4,1965,,Aktuel værdi
Rækkehus RRækkehus Rytterhusene 75  2620 Albertslund,2.950.000 kr.,25-04-2022Alm. Salg,108 m² 27.315 kr/m²,4,1968,2%,Aktuel værdi
Rækkehus RRækkehus Fasanhusene 59  2620 Albertslund,2.848.000 kr.,21-04-2022Alm. Salg,108 m² 26.370 kr/m²,5,1968,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Topperne 7, st. 2  2620 Albertslund",1.020.000 kr.,20-04-2022Auktion,33 m² 30.909 kr/m²,1,1972,,Aktuel værdi
Villa VVilla Lodager 24  2620 Albertslund,3.525.000 kr.,20-04-2022Alm. Salg,127 m² 27.756 kr/m²,4,1967,-2%,Aktuel værdi
Rækkehus RRækkehus Glentehusene 33  2620 Albertslund,2.875.000 kr.,18-04-2022Alm. Salg,106 m² 27.123 kr/m²,5,1968,-1%,Aktuel værdi
Rækkehus RRækkehus Elmehusene 38  2600 Glostrup,2.695.000 kr.,13-04-2022Alm. Salg,96 m² 28.073 kr/m²,4,1968,,Aktuel værdi
Rækkehus RRækkehus Rypehusene 34  2620 Albertslund,3.176.000 kr.,12-04-2022Alm. Salg,108 m² 29.407 kr/m²,4,1972,1%,Aktuel værdi
Rækkehus RRækkehus Tranehusene 84  2620 Albertslund,3.320.000 kr.,09-04-2022Alm. Salg,108 m² 30.741 kr/m²,5,1972,1%,Aktuel værdi
Ejerlejlighed EEjerlejlighed Egebo 4  2620 Albertslund,3.495.000 kr.,08-04-2022Alm. Salg,114 m² 30.658 kr/m²,5,2008,,Aktuel værdi
Villa VVilla Hvidager 56  2620 Albertslund,3.405.000 kr.,07-04-2022Alm. Salg,113 m² 30.133 kr/m²,4,1966,0%,Aktuel værdi
