Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
"Ejerlejlighed EEjerlejlighed Taarbæk Strandvej 95, 1. th  2930 Klampenborg",4.900.000 kr.,21-12-2022Alm. Salg,92 m² 53.261 kr/m²,3,1937,-8%,Aktuel værdi
Villa VVilla Agnesvej 9  2800 Kongens Lyngby,3.263.691 kr.,21-12-2022Fam. Salg,117 m² 27.895 kr/m²,5,1948,,Aktuel værdi
Villa VVilla Borrekrattet 16  2800 Kongens Lyngby,6.250.000 kr.,21-12-2022Alm. Salg,92 m² 67.935 kr/m²,4,1955,-11%,Aktuel værdi
Villa VVilla Borrekrattet 16  2800 Kongens Lyngby,6.250.000 kr.,21-12-2022Alm. Salg,185 m² 33.784 kr/m²,5,0,-11%,Aktuel værdi
Villa VVilla Bakkevej 8B  2830 Virum,11.500.000 kr.,20-12-2022Alm. Salg,180 m² 63.889 kr/m²,5,2012,-8%,Aktuel værdi
Villa VVilla Fortunfortvej 10B  2800 Kongens Lyngby,8.400.000 kr.,20-12-2022Alm. Salg,177 m² 47.458 kr/m²,4,1972,,Aktuel værdi
Rækkehus RRækkehus Rosengårdsvej 36  2830 Virum,5.525.000 kr.,19-12-2022Alm. Salg,131 m² 42.176 kr/m²,6,1947,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Stengårds Alle 6, 1. 10  2800 Kongens Lyngby",1.395.000 kr.,19-12-2022Alm. Salg,41 m² 34.024 kr/m²,1,1958,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Frederiksdalsvej 101C, 1. tv  2830 Virum",1.800.000 kr.,19-12-2022Alm. Salg,52 m² 34.615 kr/m²,2,1946,,Aktuel værdi
Villa VVilla Kulsviervej 92B  2800 Kongens Lyngby,6.300.000 kr.,19-12-2022Alm. Salg,139 m² 45.324 kr/m²,4,1980,-10%,Aktuel værdi
Villa VVilla Furesøvej 1A  2830 Virum,11.700.000 kr.,19-12-2022Alm. Salg,204 m² 57.353 kr/m²,7,1926,-6%,Aktuel værdi
Rækkehus RRækkehus Lindevangen 95  2830 Virum,2.900.000 kr.,18-12-2022Fam. Salg,94 m² 30.851 kr/m²,4,1949,,Aktuel værdi
Villa VVilla Geelsskovvej 23  2830 Virum,8.400.000 kr.,18-12-2022Alm. Salg,181 m² 46.409 kr/m²,8,1951,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Eremitageparken 311, 2. b  2800 Kongens Lyngby",1.000.000 kr.,14-12-2022Alm. Salg,33 m² 30.303 kr/m²,1,1972,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Carlshøjvej 5, 1. tv  2800 Kongens Lyngby",4.200.000 kr.,14-12-2022Alm. Salg,115 m² 36.522 kr/m²,3,1931,-7%,Aktuel værdi
Rækkehus RRækkehus Kløverbakken 35  2830 Virum,1.994.983 kr.,13-12-2022Fam. Salg,128 m² 15.586 kr/m²,5,1951,,Aktuel værdi
Villa VVilla Svendsvej 5  2830 Virum,4.750.000 kr.,13-12-2022Alm. Salg,79 m² 60.127 kr/m²,3,1939,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Toftebæksvej 52, 2. th  2800 Kongens Lyngby",2.400.000 kr.,12-12-2022Alm. Salg,66 m² 36.364 kr/m²,3,1931,-9%,Aktuel værdi
Rækkehus RRækkehus Elmevang 17  2830 Virum,3.700.000 kr.,11-12-2022Alm. Salg,75 m² 49.333 kr/m²,3,1937,,Aktuel værdi
Villa VVilla Hjorthøj 3  2800 Kongens Lyngby,5.500.000 kr.,09-12-2022Alm. Salg,131 m² 41.985 kr/m²,6,1963,-12%,Aktuel værdi
Villa VVilla Hjortekærsvej 107  2800 Kongens Lyngby,2.167.500 kr.,08-12-2022Andet,188 m² 11.529 kr/m²,4,2000,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Danmarksvej 59, st  2800 Kongens Lyngby",6.700.000 kr.,07-12-2022Alm. Salg,103 m² 65.049 kr/m²,3,1936,-11%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Danmarksvej 59, 1  2800 Kongens Lyngby",6.700.000 kr.,07-12-2022Alm. Salg,103 m² 65.049 kr/m²,3,1936,-11%,Aktuel værdi
Villa VVilla Hummeltoftevej 72  2830 Virum,8.000.000 kr.,07-12-2022Alm. Salg,162 m² 49.383 kr/m²,5,1937,,Aktuel værdi
Rækkehus RRækkehus Åbrinken 123  2830 Virum,7.000.000 kr.,06-12-2022Alm. Salg,174 m² 40.230 kr/m²,6,1955,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lyngby Hovedgade 86C, 3. th  2800 Kongens Lyngby",2.400.000 kr.,06-12-2022Alm. Salg,117 m² 20.513 kr/m²,4,1930,-14%,Aktuel værdi
Villa VVilla Lyngholmsvej 9  2800 Kongens Lyngby,7.900.000 kr.,06-12-2022Alm. Salg,132 m² 59.848 kr/m²,4,1937,-7%,Aktuel værdi
Villa VVilla Strandvejen 647  2930 Klampenborg,9.275.000 kr.,06-12-2022Fam. Salg,137 m² 67.701 kr/m²,4,1840,,Aktuel værdi
Rækkehus RRækkehus Eremitageparken 251  2800 Kongens Lyngby,3.100.000 kr.,05-12-2022Alm. Salg,108 m² 28.704 kr/m²,4,1972,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Dronningens Vænge 12, 1. tv  2800 Kongens Lyngby",3.500.000 kr.,05-12-2022Alm. Salg,79 m² 44.304 kr/m²,2,2000,-12%,Aktuel værdi
Villa VVilla Holger Drachmanns Vej 11  2800 Kongens Lyngby,8.800.000 kr.,05-12-2022Alm. Salg,224 m² 39.286 kr/m²,7,1941,-7%,Aktuel værdi
Villa VVilla Furesøvej 5B  2830 Virum,10.700.000 kr.,05-12-2022Alm. Salg,158 m² 67.722 kr/m²,5,1932,-21%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rønne Alle 12, st. b  2800 Kongens Lyngby",5.700.000 kr.,03-12-2022Alm. Salg,109 m² 52.294 kr/m²,4,2002,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Cedervænget 39, 2. tv  2830 Virum",2.600.000 kr.,30-11-2022Alm. Salg,88 m² 29.545 kr/m²,4,1958,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lyngby Hovedgade 57A, 2. tv  2800 Kongens Lyngby",1.827.500 kr.,29-11-2022Fam. Salg,127 m² 14.390 kr/m²,5,1958,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Skelhøjvej 25D, st. th  2800 Kongens Lyngby",1.705.500 kr.,29-11-2022Alm. Salg,48 m² 35.531 kr/m²,2,1957,-10%,Aktuel værdi
Villa VVilla Virumbakken 5  2830 Virum,9.725.000 kr.,29-11-2022Alm. Salg,165 m² 58.939 kr/m²,4,1954,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Taarbæk Strandvej 59, 1. th  2930 Klampenborg",5.000.000 kr.,28-11-2022Alm. Salg,71 m² 70.423 kr/m²,3,1923,-17%,Aktuel værdi
Rækkehus RRækkehus Baneledet 18  2830 Virum,5.150.000 kr.,27-11-2022Alm. Salg,137 m² 37.591 kr/m²,5,1955,-5%,Aktuel værdi
Villa VVilla Bernhard Olsens Vej 17  2830 Virum,7.500.000 kr.,27-11-2022Alm. Salg,140 m² 53.571 kr/m²,6,1941,-2%,Aktuel værdi
Rækkehus RRækkehus Buddingevej 46A  2800 Kongens Lyngby,75.000 kr.,26-11-2022Alm. Salg,132 m² 568 kr/m²,5,1930,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Johan Wilmanns Vej 23, 1. tv  2800 Kongens Lyngby",2.100.000 kr.,22-11-2022Alm. Salg,57 m² 36.842 kr/m²,2,1934,-12%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Frederiksdalsvej 10A, 1. tv  2830 Virum",900.000 kr.,21-11-2022Alm. Salg,57 m² 15.789 kr/m²,2,1940,-53%,Aktuel værdi
Rækkehus RRækkehus Sorgenfrivænget 15  2830 Virum,4.350.000 kr.,19-11-2022Alm. Salg,135 m² 32.222 kr/m²,4,1960,-21%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Eremitageparken 203, 1. b  2800 Kongens Lyngby",2.995.000 kr.,16-11-2022Alm. Salg,108 m² 27.731 kr/m²,4,1972,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Frederiksdalsvej 12A, 1. tv  2830 Virum",1.605.000 kr.,16-11-2022Alm. Salg,57 m² 28.158 kr/m²,2,1939,-8%,Aktuel værdi
Villa VVilla Ravnholmvej 4  2800 Kongens Lyngby,4.505.000 kr.,16-11-2022Fam. Salg,177 m² 25.452 kr/m²,5,1927,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Engbakken 45, 2. th  2830 Virum",1.395.000 kr.,15-11-2022Alm. Salg,46 m² 30.326 kr/m²,2,1946,,Aktuel værdi
Villa VVilla Parsbergsvej 53  2830 Virum,7.100.000 kr.,15-11-2022Alm. Salg,135 m² 52.593 kr/m²,4,1959,-5%,Aktuel værdi
Rækkehus RRækkehus Eremitageparken 131  2800 Kongens Lyngby,3.595.000 kr.,14-11-2022Alm. Salg,126 m² 28.532 kr/m²,5,1972,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Virum Stationsvej 141B, 1. th  2830 Virum",2.625.000 kr.,14-11-2022Alm. Salg,70 m² 37.500 kr/m²,3,1962,-5%,Aktuel værdi
Villa VVilla Fortunparken 11  2800 Kongens Lyngby,8.400.000 kr.,14-11-2022Alm. Salg,186 m² 45.161 kr/m²,7,1964,-12%,Aktuel værdi
Villa VVilla Færøvej 31A  2800 Kongens Lyngby,8.700.000 kr.,14-11-2022Alm. Salg,124 m² 70.161 kr/m²,5,1951,-8%,Aktuel værdi
Villa VVilla Birkhøjvej 9  2800 Kongens Lyngby,6.750.000 kr.,14-11-2022Alm. Salg,104 m² 64.904 kr/m²,5,1948,-4%,Aktuel værdi
Rækkehus RRækkehus Strandvejen 648  2930 Klampenborg,19.000.000 kr.,13-11-2022Alm. Salg,140 m² 135.714 kr/m²,3,1977,-24%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Frederiksdalsvej 105A, 1. tv  2830 Virum",1.600.000 kr.,13-11-2022Alm. Salg,52 m² 30.769 kr/m²,2,1946,-11%,Aktuel værdi
Villa VVilla Granåsen 91  2800 Kongens Lyngby,5.800.000 kr.,13-11-2022Alm. Salg,128 m² 45.313 kr/m²,5,1967,-11%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Frederiksdalsvej 10C, 2. th  2830 Virum",1.650.000 kr.,12-11-2022Alm. Salg,59 m² 27.966 kr/m²,2,1940,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vinkelvej 12B, 6. tv  2800 Kongens Lyngby",3.300.000 kr.,11-11-2022Alm. Salg,79 m² 41.772 kr/m²,2,1980,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mortonsvej 19, st. th  2800 Kongens Lyngby",4.500.000 kr.,08-11-2022Alm. Salg,79 m² 56.962 kr/m²,3,1986,-5%,Aktuel værdi
Villa VVilla Furesø Parkvej 11  2830 Virum,5.000.000 kr.,08-11-2022Alm. Salg,200 m² 25.000 kr/m²,5,0,-9%,Aktuel værdi
Villa VVilla Fuglsanggårds Allé 29  2830 Virum,5.500.000 kr.,08-11-2022Alm. Salg,126 m² 43.651 kr/m²,5,1964,-11%,Aktuel værdi
Rækkehus RRækkehus Virum Stationsvej 144D  2830 Virum,950.000 kr.,07-11-2022Alm. Salg,29 m² 32.759 kr/m²,1,1961,-13%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lyngby Hovedgade 86C, 1. tv  2800 Kongens Lyngby",1.565.000 kr.,07-11-2022Alm. Salg,63 m² 24.841 kr/m²,2,1930,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lehwaldsvej 5, 2. i  2800 Kongens Lyngby",2.050.000 kr.,07-11-2022Alm. Salg,68 m² 30.147 kr/m²,2,1962,-13%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Skelhøjvej 25B, 1. tv  2800 Kongens Lyngby",1.220.000 kr.,06-11-2022Alm. Salg,39 m² 31.282 kr/m²,1,1957,-2%,Aktuel værdi
Rækkehus RRækkehus Blomstervænget 55  2800 Kongens Lyngby,7.000.000 kr.,05-11-2022Alm. Salg,129 m² 54.264 kr/m²,5,1936,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, 1. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, 2. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, st. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,55 m² 580.000 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, 1. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,55 m² 580.000 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, 1. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,54 m² 590.741 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, st. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,54 m² 590.741 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, 2. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,54 m² 590.741 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 12, 2. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,55 m² 580.000 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, st. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,56 m² 569.643 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, st. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,53 m² 601.887 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, 1. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,53 m² 601.887 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, 1. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,56 m² 569.643 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, 2. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,53 m² 601.887 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 14, 2. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,56 m² 569.643 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, st. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,69 m² 462.319 kr/m²,3,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, 2. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,69 m² 462.319 kr/m²,3,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, st. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,81 m² 393.827 kr/m²,4,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, 1. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,69 m² 462.319 kr/m²,3,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, 1. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,81 m² 393.827 kr/m²,4,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 16, 2. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,81 m² 393.827 kr/m²,4,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, st. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, st. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, 1. tv  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Emil Pipers Vej 18, 2. th  2800 Kongens Lyngby",31.900.000 kr.,04-11-2022Alm. Salg,59 m² 540.678 kr/m²,2,1935,,Aktuel værdi
Rækkehus RRækkehus Oldenvej 11  2830 Virum,4.750.000 kr.,03-11-2022Alm. Salg,91 m² 52.198 kr/m²,4,1958,-5%,Aktuel værdi
Rækkehus RRækkehus Karen Schacks Vej 39  2800 Kongens Lyngby,4.800.000 kr.,03-11-2022Alm. Salg,130 m² 36.923 kr/m²,4,2020,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Eremitageparken 95, 1. a  2800 Kongens Lyngby",2.000.000 kr.,02-11-2022Alm. Salg,70 m² 28.571 kr/m²,2,1972,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Lundtofte Skolestr. 3B, 1  2800 Kongens Lyngby",3.900.000 kr.,02-11-2022Alm. Salg,80 m² 48.750 kr/m²,3,1876,-2%,Aktuel værdi
Villa VVilla Irmelinsvej 5  2800 Kongens Lyngby,10.195.000 kr.,02-11-2022Alm. Salg,199 m² 51.231 kr/m²,4,1983,4%,Aktuel værdi
Villa VVilla Caroline Amalie Vej 22  2800 Kongens Lyngby,4.450.000 kr.,31-10-2022Fam. Salg,144 m² 30.903 kr/m²,7,1923,,Aktuel værdi
Villa VVilla Nybrovej 187  2800 Kongens Lyngby,6.000.000 kr.,31-10-2022Alm. Salg,131 m² 45.802 kr/m²,5,1931,-8%,Aktuel værdi
Villa VVilla Parkvej 23  2830 Virum,8.010.000 kr.,31-10-2022Alm. Salg,161 m² 49.752 kr/m²,5,2001,-11%,Aktuel værdi
Rækkehus RRækkehus Skolebakken 83  2830 Virum,6.100.000 kr.,30-10-2022Alm. Salg,120 m² 50.833 kr/m²,5,1952,,Aktuel værdi
Rækkehus RRækkehus Grønnevej 204  2830 Virum,5.600.000 kr.,30-10-2022Alm. Salg,114 m² 49.123 kr/m²,5,1951,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bredebovej 27, 1. mf  2800 Kongens Lyngby",2.195.000 kr.,30-10-2022Alm. Salg,56 m² 39.196 kr/m²,2,1969,-4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Buddingevej 72D, st. th  2800 Kongens Lyngby",1.650.000 kr.,30-10-2022Alm. Salg,54 m² 30.556 kr/m²,2,1940,-3%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Kollelevbakken 3C, 1. th  2830 Virum",1.700.000 kr.,30-10-2022Alm. Salg,52 m² 32.692 kr/m²,2,1944,-5%,Aktuel værdi
Villa VVilla Plantagevej 16  2800 Kongens Lyngby,11.127.500 kr.,30-10-2022Alm. Salg,194 m² 57.358 kr/m²,5,2014,-6%,Aktuel værdi
Villa VVilla Wienerbyen 5  2830 Virum,6.500.000 kr.,29-10-2022Alm. Salg,120 m² 54.167 kr/m²,3,1952,2%,Aktuel værdi
Villa VVilla Bredevej 20  2830 Virum,8.500.000 kr.,29-10-2022Alm. Salg,188 m² 45.213 kr/m²,5,1952,-10%,Aktuel værdi
Rækkehus RRækkehus Eremitageparken 59  2800 Kongens Lyngby,3.295.000 kr.,27-10-2022Alm. Salg,108 m² 30.509 kr/m²,4,1972,-6%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Bredebovej 27, st. mf  2800 Kongens Lyngby",1.995.000 kr.,27-10-2022Alm. Salg,56 m² 35.625 kr/m²,2,1969,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Høstvej 4A, st  2800 Kongens Lyngby",11.400.000 kr.,26-10-2022Fam. Salg,65 m² 175.385 kr/m²,2,1787,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Høstvej 4A, 1. mf  2800 Kongens Lyngby",11.400.000 kr.,26-10-2022Fam. Salg,96 m² 118.750 kr/m²,3,1787,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Høstvej 4C  2800 Kongens Lyngby,11.400.000 kr.,26-10-2022Fam. Salg,211 m² 54.028 kr/m²,5,1787,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Høstvej 4E  2800 Kongens Lyngby,11.400.000 kr.,26-10-2022Fam. Salg,125 m² 91.200 kr/m²,4,1787,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Høstvej 4B, 1. th  2800 Kongens Lyngby",11.400.000 kr.,26-10-2022Fam. Salg,113 m² 100.885 kr/m²,5,1787,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Høstvej 4A, 1. tv2  2800 Kongens Lyngby",11.400.000 kr.,26-10-2022Fam. Salg,21 m² 542.857 kr/m²,1,1787,,Aktuel værdi
Ejerlejlighed EEjerlejlighed Høstvej 4F  2800 Kongens Lyngby,11.400.000 kr.,26-10-2022Fam. Salg,90 m² 126.667 kr/m²,3,1787,,Aktuel værdi
Villa VVilla Høstvej 4D  2800 Kongens Lyngby,11.400.000 kr.,26-10-2022Fam. Salg,136 m² 83.824 kr/m²,5,1787,,Aktuel værdi
Villa VVilla Vintappervej 21  2800 Kongens Lyngby,4.750.000 kr.,25-10-2022Alm. Salg,127 m² 37.402 kr/m²,4,1953,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mosevej 8, 2. tv  2800 Kongens Lyngby",4.450.000 kr.,24-10-2022Alm. Salg,87 m² 51.149 kr/m²,4,1958,-5%,Aktuel værdi
Villa VVilla Parcelvej 158  2830 Virum,9.500.000 kr.,24-10-2022Alm. Salg,166 m² 57.229 kr/m²,6,1938,-5%,Aktuel værdi
Villa VVilla Malmtoften 3  2830 Virum,3.315.000 kr.,20-10-2022Fam. Salg,187 m² 17.727 kr/m²,5,1964,,Aktuel værdi
Villa VVilla Danmarksvej 54A  2800 Kongens Lyngby,7.450.000 kr.,19-10-2022Alm. Salg,161 m² 46.273 kr/m²,5,1978,-7%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Engelsborgvej 28D, 2. tv  2800 Kongens Lyngby",1.000.000 kr.,18-10-2022Alm. Salg,64 m² 15.625 kr/m²,3,1946,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Nørgaardsvej 19, 2. th  2800 Kongens Lyngby",2.175.000 kr.,18-10-2022Alm. Salg,55 m² 39.545 kr/m²,2,1938,-1%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Engelsborgvej 20C, 2. th  2800 Kongens Lyngby",2.295.000 kr.,18-10-2022Alm. Salg,62 m² 37.016 kr/m²,3,1946,-8%,Aktuel værdi
Villa VVilla Frederiksdals Vænge 1  2830 Virum,8.100.000 kr.,18-10-2022Alm. Salg,154 m² 52.597 kr/m²,6,1948,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Mølleåparken 31, 2. l  2800 Kongens Lyngby",1.698.000 kr.,16-10-2022Alm. Salg,61 m² 27.836 kr/m²,2,1973,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Engelsborgvej 8, st. th  2800 Kongens Lyngby",2.600.000 kr.,16-10-2022Alm. Salg,72 m² 36.111 kr/m²,2,1952,-13%,Aktuel værdi
Villa VVilla Buddingevej 43  2800 Kongens Lyngby,1.466.250 kr.,16-10-2022Fam. Salg,160 m² 9.164 kr/m²,7,1934,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Rønne Alle 14, 1. c  2800 Kongens Lyngby",5.000.000 kr.,15-10-2022Alm. Salg,91 m² 54.945 kr/m²,3,2002,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Grønnevej 96, 2. th  2830 Virum",2.800.000 kr.,13-10-2022Alm. Salg,69 m² 40.580 kr/m²,3,1948,-7%,Aktuel værdi
Villa VVilla Chr.Winthers Vej 14B  2800 Kongens Lyngby,10.500.000 kr.,12-10-2022Alm. Salg,163 m² 64.417 kr/m²,6,1930,-5%,Aktuel værdi
Rækkehus RRækkehus Kærmysse 5  2830 Virum,6.400.000 kr.,11-10-2022Alm. Salg,129 m² 49.612 kr/m²,5,2015,-9%,Aktuel værdi
Villa VVilla Parsbergsvej 38  2830 Virum,9.500.000 kr.,11-10-2022Alm. Salg,192 m² 49.479 kr/m²,6,1954,-7%,Aktuel værdi
