Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Villa VVilla Starbækvej 11  9940 Læsø,1.275.000 kr.,19-06-2021Alm. Salg,167 m² 7.635 kr/m²,4,1877,-5%,Aktuel værdi
Villa VVilla Østerbyvejen 57  9940 Læsø,820.000 kr.,14-06-2021Alm. Salg,169 m² 4.852 kr/m²,7,1929,,Aktuel værdi
Villa VVilla Tyvhulvejen 2  9940 Læsø,400.000 kr.,12-06-2021Fam. Salg,97 m² 4.124 kr/m²,4,1962,,Aktuel værdi
Villa VVilla Gammel Østerbyvej 19  9940 Læsø,870.000 kr.,03-06-2021Alm. Salg,156 m² 5.577 kr/m²,6,1975,-3%,Aktuel værdi
Villa VVilla Byrumvej 36  9940 Læsø,650.000 kr.,24-05-2021Alm. Salg,78 m² 8.333 kr/m²,4,1960,-6%,Aktuel værdi
Villa VVilla Plantagevej 4  9940 Læsø,1.000.000 kr.,09-05-2021Alm. Salg,135 m² 7.407 kr/m²,4,1918,-20%,Aktuel værdi
Villa VVilla Kanderedevej 1A  9940 Læsø,1.050.000 kr.,06-05-2021Alm. Salg,85 m² 12.353 kr/m²,4,2008,-9%,Aktuel værdi
Villa VVilla Holmbækvejen 1A  9940 Læsø,350.000 kr.,28-04-2021Alm. Salg,165 m² 2.121 kr/m²,4,0,-18%,Aktuel værdi
Villa VVilla Krogen 2  9940 Læsø,1.480.000 kr.,21-04-2021Alm. Salg,160 m² 9.250 kr/m²,6,2001,-4%,Aktuel værdi
Villa VVilla Havnebakken 3  9940 Læsø,1.900.000 kr.,20-04-2021Alm. Salg,128 m² 14.844 kr/m²,5,1914,-2%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Byrum Hovedgade 16, st  9940 Læsø",300.000 kr.,10-04-2021Alm. Salg,99 m² 3.030 kr/m²,3,1949,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Byrum Hovedgade 16, 1  9940 Læsø",300.000 kr.,10-04-2021Alm. Salg,53 m² 5.660 kr/m²,2,1949,,Aktuel værdi
Villa VVilla Østerby Havnegade 58  9940 Læsø,730.000 kr.,30-03-2021Alm. Salg,152 m² 4.803 kr/m²,6,1960,-8%,Aktuel værdi
Villa VVilla Mågevej 9  9940 Læsø,975.000 kr.,23-03-2021Alm. Salg,146 m² 6.678 kr/m²,6,1953,-2%,Aktuel værdi
Villa VVilla Vesterø Havnegade 83  9940 Læsø,1.495.000 kr.,23-03-2021Alm. Salg,188 m² 7.952 kr/m²,7,1900,,Aktuel værdi
Villa VVilla Drosselvej 4  9940 Læsø,757.195 kr.,21-03-2021Fam. Salg,150 m² 5.048 kr/m²,6,2012,,Aktuel værdi
Villa VVilla Vesterø Havnegade 86  9940 Læsø,550.000 kr.,09-03-2021Alm. Salg,153 m² 3.595 kr/m²,6,1938,-8%,Aktuel værdi
Villa VVilla Hejrevej 2  9940 Læsø,870.000 kr.,02-03-2021Alm. Salg,169 m² 5.148 kr/m²,4,1926,-3%,Aktuel værdi
Villa VVilla Plantagevej 34  9940 Læsø,800.000 kr.,28-02-2021Alm. Salg,179 m² 4.469 kr/m²,7,1961,,Aktuel værdi
Villa VVilla Nordstjernevej 8  9940 Læsø,70.000 kr.,23-02-2021Alm. Salg,162 m² 432 kr/m²,5,0,-7%,Aktuel værdi
Villa VVilla Flarumvej 15  9940 Læsø,420.000 kr.,21-02-2021Alm. Salg,75 m² 5.600 kr/m²,4,1953,,Aktuel værdi
Villa VVilla Flarumvej 31B  9940 Læsø,450.000 kr.,18-02-2021Alm. Salg,89 m² 5.056 kr/m²,2,1973,,Aktuel værdi
Villa VVilla Tunøvej 1  9940 Læsø,955.000 kr.,18-02-2021Alm. Salg,112 m² 8.527 kr/m²,4,1973,-4%,Aktuel værdi
Villa VVilla Østerby Havnegade 6  9940 Læsø,625.000 kr.,16-02-2021Alm. Salg,160 m² 3.906 kr/m²,5,1949,,Aktuel værdi
Villa VVilla Byrum Hovedgade 22  9940 Læsø,1.450.000 kr.,11-02-2021Alm. Salg,250 m² 5.800 kr/m²,10,1922,-3%,Aktuel værdi
Villa VVilla Svanevej 8  9940 Læsø,820.000 kr.,11-02-2021Alm. Salg,196 m² 4.184 kr/m²,6,1969,-8%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Østerbyvej 35A, 1. th  9940 Læsø",1.509.900 kr.,03-02-2021Alm. Salg,76 m² 19.867 kr/m²,2,1920,4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Østerbyvej 35A, 1. tv  9940 Læsø",1.509.900 kr.,03-02-2021Alm. Salg,89 m² 16.965 kr/m²,3,1920,4%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Gammel Østerbyvej 35, 1  9940 Læsø",1.509.900 kr.,03-02-2021Alm. Salg,76 m² 19.867 kr/m²,2,1920,4%,Aktuel værdi
Villa VVilla Vesterø Havnegade 80  9940 Læsø,425.000 kr.,02-02-2021Alm. Salg,206 m² 2.063 kr/m²,7,1777,-23%,Aktuel værdi
Villa VVilla Egegårdsvej 2  9940 Læsø,225.000 kr.,02-02-2021Alm. Salg,158 m² 1.424 kr/m²,5,1968,,Aktuel værdi
Villa VVilla Sneppevej 4  9940 Læsø,1.120.000 kr.,29-01-2021Alm. Salg,131 m² 8.550 kr/m²,4,1995,-3%,Aktuel værdi
Villa VVilla Hankærvej 2  9940 Læsø,625.000 kr.,25-01-2021Alm. Salg,96 m² 6.510 kr/m²,3,1973,-10%,Aktuel værdi
Villa VVilla Vesterø Havnegade 83  9940 Læsø,485.309 kr.,21-12-2020Alm. Salg,188 m² 2.581 kr/m²,7,1900,-68%,Aktuel værdi
Villa VVilla Strandvejen 10  9940 Læsø,1.750.000 kr.,20-12-2020Alm. Salg,150 m² 11.667 kr/m²,4,1955,-3%,Aktuel værdi
Villa VVilla Tyvhulvejen 8  9940 Læsø,377.930 kr.,12-12-2020Alm. Salg,179 m² 2.111 kr/m²,5,1940,,Aktuel værdi
Villa VVilla Lille Strandgårdsvej 16  9940 Læsø,935.000 kr.,11-12-2020Fam. Salg,257 m² 3.638 kr/m²,7,1900,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Doktorvejen 15B, st. th  9940 Læsø",975.000 kr.,09-12-2020Andet,105 m² 9.286 kr/m²,3,1954,-25%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Doktorvejen 15B, 1. th  9940 Læsø",975.000 kr.,09-12-2020Andet,65 m² 15.000 kr/m²,2,1954,-25%,Aktuel værdi
Villa VVilla Flarumvej 39  9940 Læsø,543.900 kr.,02-12-2020Fam. Salg,54 m² 10.072 kr/m²,3,1954,,Aktuel værdi
Villa VVilla Mågevej 19  9940 Læsø,2.150.000 kr.,01-12-2020Alm. Salg,170 m² 12.647 kr/m²,4,1984,-10%,Aktuel værdi
Villa VVilla Byrum Hovedgade 26  9940 Læsø,925.000 kr.,24-11-2020Fam. Salg,140 m² 6.607 kr/m²,5,1956,,Aktuel værdi
Villa VVilla Rullegårdsvej 16  9940 Læsø,850.000 kr.,18-11-2020Alm. Salg,113 m² 7.522 kr/m²,4,1984,-3%,Aktuel værdi
"Rækkehus RRækkehus Byrumvej 1, st. tv  9940 Læsø",1.375.000 kr.,15-11-2020Alm. Salg,61 m² 22.541 kr/m²,3,1850,-11%,Aktuel værdi
"Rækkehus RRækkehus Byrumvej 1, st. th  9940 Læsø",1.375.000 kr.,15-11-2020Alm. Salg,118 m² 11.653 kr/m²,4,1850,-11%,Aktuel værdi
Villa VVilla Mellemvej 2  9940 Læsø,1.348.000 kr.,10-11-2020Alm. Salg,146 m² 9.233 kr/m²,5,1975,,Aktuel værdi
Villa VVilla Bogøgårdvej 9  9940 Læsø,900.000 kr.,03-11-2020Alm. Salg,300 m² 3.000 kr/m²,10,1928,-28%,Aktuel værdi
Villa VVilla Knæet 5  9940 Læsø,550.000 kr.,19-10-2020Alm. Salg,152 m² 3.618 kr/m²,6,1923,-8%,Aktuel værdi
Villa VVilla Vesterø Havnegade 91  9940 Læsø,675.000 kr.,14-10-2020Alm. Salg,84 m² 8.036 kr/m²,5,1942,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2A  9940 Læsø,2.300.000 kr.,13-10-2020Alm. Salg,126 m² 18.254 kr/m²,4,1990,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2B  9940 Læsø,2.300.000 kr.,13-10-2020Alm. Salg,87 m² 26.437 kr/m²,3,1990,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2C  9940 Læsø,2.300.000 kr.,13-10-2020Alm. Salg,126 m² 18.254 kr/m²,5,1990,,Aktuel værdi
Villa VVilla Østerby Havnegade 27  9940 Læsø,272.896 kr.,13-10-2020Fam. Salg,127 m² 2.149 kr/m²,4,1938,,Aktuel værdi
Rækkehus RRækkehus Mågevej 4B  9940 Læsø,500.000 kr.,06-10-2020Alm. Salg,110 m² 4.545 kr/m²,3,1934,-60%,Aktuel værdi
Rækkehus RRækkehus Mågevej 4C  9940 Læsø,500.000 kr.,06-10-2020Alm. Salg,88 m² 5.682 kr/m²,2,1934,-60%,Aktuel værdi
Villa VVilla Emilievej 3  9940 Læsø,895.000 kr.,24-09-2020Alm. Salg,132 m² 6.780 kr/m²,5,1973,,Aktuel værdi
Villa VVilla Kromarksvej 12  9940 Læsø,280.000 kr.,21-09-2020Andet,106 m² 2.642 kr/m²,4,1971,,Aktuel værdi
Villa VVilla Pilealle 2  9940 Læsø,560.000 kr.,20-09-2020Alm. Salg,153 m² 3.660 kr/m²,3,1895,-6%,Aktuel værdi
Villa VVilla Ellevej 1  9940 Læsø,160.000 kr.,14-09-2020Alm. Salg,65 m² 2.462 kr/m²,3,1900,-36%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Vesterø Havnegade 27, 1  9940 Læsø",1.800.000 kr.,24-08-2020Alm. Salg,70 m² 25.714 kr/m²,3,1933,,Aktuel værdi
Villa VVilla Plantagevej 6  9940 Læsø,1.449.000 kr.,18-08-2020Alm. Salg,145 m² 9.993 kr/m²,5,1934,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2A  9940 Læsø,5.850.000 kr.,30-07-2020Andet,126 m² 46.429 kr/m²,4,1990,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2B  9940 Læsø,5.850.000 kr.,30-07-2020Andet,87 m² 67.241 kr/m²,3,1990,,Aktuel værdi
Rækkehus RRækkehus Museumsvej 2C  9940 Læsø,5.850.000 kr.,30-07-2020Andet,126 m² 46.429 kr/m²,5,1990,,Aktuel værdi
Villa VVilla Holmbækvejen 2A  9940 Læsø,1.330.000 kr.,20-07-2020Alm. Salg,112 m² 11.875 kr/m²,4,2007,-5%,Aktuel værdi
Villa VVilla Mellemvej 9  9940 Læsø,1.375.000 kr.,27-06-2020Alm. Salg,125 m² 11.000 kr/m²,6,2009,-8%,Aktuel værdi
Villa VVilla Lille Strandgårdsvej 6  9940 Læsø,1.800.000 kr.,24-06-2020Alm. Salg,177 m² 10.169 kr/m²,8,1827,-5%,Aktuel værdi
Villa VVilla Danzigmannvej 8  9940 Læsø,500.000 kr.,22-06-2020Alm. Salg,228 m² 2.193 kr/m²,7,1962,-37%,Aktuel værdi
Villa VVilla Peter Danielsvej 1  9940 Læsø,565.000 kr.,21-06-2020Alm. Salg,108 m² 5.231 kr/m²,4,1967,,Aktuel værdi
