Boligtype & Adresse,Købesum,Dato & Type,m² & Kr. / m²,Vær.,Byggeår,Den procentuelle forskel mellem seneste udbudspris og salgsprisen %,Unnamed: 7
Rækkehus RRækkehus Bjerrevej 11  6720 Fanø,466.666 kr.,21-06-2022Fam. Salg,210 m² 2.222 kr/m²,8,1808,,Aktuel værdi
Villa VVilla Enggårdsvej 2  6720 Fanø,2.075.000 kr.,19-06-2022Alm. Salg,177 m² 11.723 kr/m²,5,1972,-13%,Aktuel værdi
Rækkehus RRækkehus Skolevej 8  6720 Fanø,1.238.000 kr.,23-05-2022Alm. Salg,54 m² 22.926 kr/m²,2,1850,,Aktuel værdi
Rækkehus RRækkehus Ved Skibsværftet 6  6720 Fanø,2.125.000 kr.,19-05-2022Alm. Salg,122 m² 17.418 kr/m²,5,1882,-3%,Aktuel værdi
Villa VVilla Skolevej 18  6720 Fanø,1.650.000 kr.,18-05-2022Alm. Salg,107 m² 15.421 kr/m²,4,1866,-7%,Aktuel værdi
Villa VVilla Martin Christensens Vej 1  6720 Fanø,1.925.000 kr.,16-05-2022Alm. Salg,103 m² 18.689 kr/m²,5,1803,-7%,Aktuel værdi
Villa VVilla Spelmanns Toft 57  6720 Fanø,2.475.000 kr.,16-05-2022Alm. Salg,148 m² 16.723 kr/m²,5,2007,0%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 90, 1. th  6720 Fanø",3.400.000 kr.,15-05-2022Alm. Salg,149 m² 22.819 kr/m²,7,1898,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 90, 1. tv  6720 Fanø",3.400.000 kr.,15-05-2022Alm. Salg,90 m² 37.778 kr/m²,4,1898,,Aktuel værdi
Villa VVilla Vester Kirketoft 3  6720 Fanø,766.293 kr.,15-05-2022Fam. Salg,89 m² 8.610 kr/m²,3,1974,,Aktuel værdi
Villa VVilla Kåvervej 16  6720 Fanø,2.575.000 kr.,13-05-2022Alm. Salg,154 m² 16.721 kr/m²,6,1934,,Aktuel værdi
Villa VVilla Vigensvej 11  6720 Fanø,3.550.000 kr.,05-05-2022Alm. Salg,254 m² 13.976 kr/m²,8,1790,-1%,Aktuel værdi
Villa VVilla Haralds Toft 11  6720 Fanø,1.278.000 kr.,04-05-2022Alm. Salg,44 m² 29.045 kr/m²,2,1932,,Aktuel værdi
Rækkehus RRækkehus Toftevej 3A  6720 Fanø,1.200.000 kr.,28-04-2022Alm. Salg,95 m² 12.632 kr/m²,4,1977,-14%,Aktuel værdi
Villa VVilla Landevejen 43  6720 Fanø,3.500.000 kr.,28-04-2022Fam. Salg,321 m² 10.903 kr/m²,9,1872,,Aktuel værdi
Villa VVilla Haralds Toft 7  6720 Fanø,2.495.000 kr.,27-04-2022Alm. Salg,173 m² 14.422 kr/m²,5,2001,,Aktuel værdi
Villa VVilla Gammel Postvej 13  6720 Fanø,1.495.000 kr.,23-04-2022Alm. Salg,135 m² 11.074 kr/m²,4,1978,,Aktuel værdi
Villa VVilla Hovedgaden 101  6720 Fanø,3.810.000 kr.,23-04-2022Alm. Salg,234 m² 14.767 kr/m²,8,1860,,Aktuel værdi
Villa VVilla Færgegaardsvej 16  6720 Fanø,2.073.000 kr.,18-04-2022Alm. Salg,108 m² 19.194 kr/m²,4,1857,-3%,Aktuel værdi
Villa VVilla Haralds Toft 11  6720 Fanø,1.278.000 kr.,07-04-2022Alm. Salg,44 m² 29.045 kr/m²,2,1932,,Aktuel værdi
Villa VVilla Spelmanns Toft 55  6720 Fanø,2.350.000 kr.,04-04-2022Alm. Salg,158 m² 14.873 kr/m²,5,2008,-6%,Aktuel værdi
Villa VVilla Kløverengen 4  6720 Fanø,1.425.000 kr.,31-03-2022Alm. Salg,140 m² 10.179 kr/m²,4,1974,-5%,Aktuel værdi
Villa VVilla Nordre Engvej 2  6720 Fanø,2.800.000 kr.,30-03-2022Alm. Salg,275 m² 10.182 kr/m²,8,1801,-3%,Aktuel værdi
Villa VVilla Th. Schmidts Vej 2  6720 Fanø,1.224.784 kr.,23-03-2022Andet,208 m² 5.888 kr/m²,8,1891,,Aktuel værdi
Villa VVilla Øgdal 14  6720 Fanø,3.103.000 kr.,23-03-2022Alm. Salg,140 m² 22.164 kr/m²,4,2015,11%,Aktuel værdi
Villa VVilla Pilevej 1A  6720 Fanø,2.125.000 kr.,06-03-2022Alm. Salg,120 m² 17.708 kr/m²,5,1984,,Aktuel værdi
Villa VVilla Øgdal 10  6720 Fanø,3.100.000 kr.,28-02-2022Alm. Salg,184 m² 16.848 kr/m²,6,2017,-7%,Aktuel værdi
Villa VVilla Vestervejen 68  6720 Fanø,1.200.000 kr.,27-02-2022Fam. Salg,122 m² 9.836 kr/m²,4,1977,,Aktuel værdi
Villa VVilla Vestervejen 68  6720 Fanø,1.798.000 kr.,21-02-2022Alm. Salg,122 m² 14.738 kr/m²,4,1977,-3%,Aktuel værdi
Rækkehus RRækkehus Labyrinten 12  6720 Fanø,1.198.000 kr.,20-02-2022Alm. Salg,67 m² 17.881 kr/m²,2,1898,,Aktuel værdi
Rækkehus RRækkehus Valdemarsvej 3  6720 Fanø,2.198.000 kr.,07-02-2022Alm. Salg,102 m² 21.549 kr/m²,3,1775,,Aktuel værdi
Rækkehus RRækkehus Gammel Postvej 5A  6720 Fanø,1.450.000 kr.,26-01-2022Alm. Salg,119 m² 12.185 kr/m²,4,1979,-3%,Aktuel værdi
Villa VVilla Navigationsvej 1  6720 Fanø,1.800.000 kr.,26-01-2022Alm. Salg,104 m² 17.308 kr/m²,5,1770,-10%,Aktuel værdi
Villa VVilla Ved Møllebanken 1  6720 Fanø,658.750 kr.,26-01-2022Fam. Salg,199 m² 3.310 kr/m²,7,1887,,Aktuel værdi
Villa VVilla Hovedgaden 110  6720 Fanø,1.600.000 kr.,23-01-2022Alm. Salg,158 m² 10.127 kr/m²,5,1951,-11%,Aktuel værdi
Villa VVilla Nybyvej 3  6720 Fanø,3.150.000 kr.,16-01-2022Alm. Salg,235 m² 13.404 kr/m²,6,1976,-4%,Aktuel værdi
Villa VVilla Spelmanns Toft 31  6720 Fanø,2.850.000 kr.,12-01-2022Alm. Salg,145 m² 19.655 kr/m²,6,2005,-2%,Aktuel værdi
Villa VVilla Vester Land 61  6720 Fanø,900.000 kr.,11-01-2022Alm. Salg,110 m² 8.182 kr/m²,4,1967,,Aktuel værdi
Villa VVilla Nord Land 9  6720 Fanø,2.500.000 kr.,27-12-2021Alm. Salg,193 m² 12.953 kr/m²,6,1868,-9%,Aktuel værdi
Villa VVilla Vester Land 67  6720 Fanø,935.000 kr.,25-12-2021Fam. Salg,132 m² 7.083 kr/m²,4,1966,,Aktuel værdi
Rækkehus RRækkehus Hovedgaden 6  6720 Fanø,2.051.000 kr.,15-12-2021Alm. Salg,122 m² 16.811 kr/m²,4,1877,8%,Aktuel værdi
Villa VVilla Kikkebjergvej 22  6720 Fanø,2.100.100 kr.,08-12-2021Alm. Salg,130 m² 16.155 kr/m²,5,1963,,Aktuel værdi
Rækkehus RRækkehus Kropladsen 6  6720 Fanø,2.750.000 kr.,06-12-2021Alm. Salg,141 m² 19.504 kr/m²,6,1750,-5%,Aktuel værdi
Rækkehus RRækkehus Fregatvej 10  6720 Fanø,790.500 kr.,29-11-2021Fam. Salg,94 m² 8.410 kr/m²,2,1787,,Aktuel værdi
Rækkehus RRækkehus Hovedgaden 109  6720 Fanø,800.000 kr.,28-11-2021Alm. Salg,138 m² 5.797 kr/m²,4,1894,-20%,Aktuel værdi
Villa VVilla Vesten Sandene 41  6720 Fanø,970.000 kr.,28-11-2021Fam. Salg,111 m² 8.739 kr/m²,5,1962,,Aktuel værdi
Villa VVilla Nørre Nytoft 2  6720 Fanø,895.000 kr.,24-11-2021Alm. Salg,180 m² 4.972 kr/m²,5,2022,,Aktuel værdi
Villa VVilla Æ Hjøwervej 6A  6720 Fanø,1.500.001 kr.,27-10-2021Alm. Salg,132 m² 11.364 kr/m²,5,1986,0%,Aktuel værdi
"Villa VVilla Havnevej 2, 1  6720 Fanø",3.250.000 kr.,26-10-2021Alm. Salg,144 m² 22.569 kr/m²,5,1968,,Aktuel værdi
Villa VVilla Landevejen 64  6720 Fanø,68.700 kr.,25-10-2021Fam. Salg,151 m² 455 kr/m²,6,1939,,Aktuel værdi
Villa VVilla Peder Jessens Toft 6  6720 Fanø,2.425.000 kr.,24-10-2021Alm. Salg,221 m² 10.973 kr/m²,7,1981,-3%,Aktuel værdi
Rækkehus RRækkehus Strandslippe 6  6720 Fanø,2.025.000 kr.,21-10-2021Alm. Salg,109 m² 18.578 kr/m²,4,1856,-5%,Aktuel værdi
Villa VVilla Spelmanns Toft 27  6720 Fanø,2.598.000 kr.,20-10-2021Alm. Salg,177 m² 14.678 kr/m²,7,2005,,Aktuel værdi
Villa VVilla Vangled 8  6720 Fanø,1.350.000 kr.,19-10-2021Alm. Salg,143 m² 9.441 kr/m²,5,1967,,Aktuel værdi
"Rækkehus RRækkehus Hovedgaden 107, 1  6720 Fanø",200.000 kr.,06-10-2021Alm. Salg,49 m² 4.082 kr/m²,3,1896,,Aktuel værdi
Rækkehus RRækkehus Hovedgaden 107  6720 Fanø,200.000 kr.,06-10-2021Alm. Salg,117 m² 1.709 kr/m²,7,1896,,Aktuel værdi
Villa VVilla Hovedgaden 111  6720 Fanø,2.080.000 kr.,04-10-2021Alm. Salg,170 m² 12.235 kr/m²,8,1937,-1%,Aktuel værdi
Villa VVilla Spelmanns Toft 32  6720 Fanø,1.850.000 kr.,25-09-2021Alm. Salg,101 m² 18.317 kr/m²,3,2009,-7%,Aktuel værdi
Rækkehus RRækkehus Brigvej 4B  6720 Fanø,2.037.500 kr.,24-09-2021Alm. Salg,128 m² 15.918 kr/m²,6,1878,-7%,Aktuel værdi
Villa VVilla Bavnebjerg 47  6720 Fanø,3.360.000 kr.,24-08-2021Alm. Salg,237 m² 14.177 kr/m²,6,1998,-4%,Aktuel værdi
Rækkehus RRækkehus Gammel Byvej 1  6720 Fanø,950.000 kr.,19-08-2021Alm. Salg,78 m² 12.179 kr/m²,3,1760,-17%,Aktuel værdi
Villa VVilla Hovedgaden 29  6720 Fanø,2.148.000 kr.,18-08-2021Alm. Salg,125 m² 13.769 kr/m²,4,1870,-4%,Aktuel værdi
Villa VVilla Strandvejen 15B  6720 Fanø,1.650.000 kr.,18-08-2021Alm. Salg,131 m² 12.595 kr/m²,6,1984,,Aktuel værdi
Rækkehus RRækkehus Labyrinten 3  6720 Fanø,2.098.000 kr.,11-08-2021Alm. Salg,122 m² 17.197 kr/m²,5,1847,,Aktuel værdi
Villa VVilla Møllesti 12  6720 Fanø,1.360.000 kr.,29-07-2021Fam. Salg,199 m² 6.834 kr/m²,7,1975,,Aktuel værdi
Villa VVilla Niels Sørensens Vej 12  6720 Fanø,4.100.000 kr.,29-07-2021Alm. Salg,273 m² 15.018 kr/m²,6,1800,22%,Aktuel værdi
Villa VVilla Vangled 47  6720 Fanø,36.000 kr.,27-07-2021Alm. Salg,52 m² 692 kr/m²,3,1960,,Aktuel værdi
Rækkehus RRækkehus Spelmanns Toft 16B  6720 Fanø,1.625.000 kr.,20-07-2021Alm. Salg,142 m² 11.444 kr/m²,5,2008,-1%,Aktuel værdi
Villa VVilla Kastanievej 6  6720 Fanø,2.895.000 kr.,20-07-2021Alm. Salg,196 m² 14.770 kr/m²,8,1880,,Aktuel værdi
Villa VVilla Hovedgaden 13  6720 Fanø,1.398.000 kr.,18-07-2021Alm. Salg,70 m² 19.971 kr/m²,2,1850,,Aktuel værdi
Villa VVilla Kallesbjergvej 8  6720 Fanø,1.710.000 kr.,18-07-2021Alm. Salg,116 m² 14.741 kr/m²,4,1968,-1%,Aktuel værdi
Rækkehus RRækkehus Ved Trappen 2  6720 Fanø,2.825.000 kr.,12-07-2021Alm. Salg,143 m² 19.755 kr/m²,4,1781,-14%,Aktuel værdi
Rækkehus RRækkehus Søndre Banksti 3  6720 Fanø,2.798.000 kr.,12-07-2021Alm. Salg,156 m² 17.936 kr/m²,6,1858,,Aktuel værdi
Villa VVilla Ved Skibsværftet 3  6720 Fanø,3.250.000 kr.,06-07-2021Alm. Salg,197 m² 16.497 kr/m²,6,1936,-3%,Aktuel værdi
Villa VVilla Kallesbjergvej 3  6720 Fanø,2.695.000 kr.,21-06-2021Alm. Salg,235 m² 11.468 kr/m²,7,1974,,Aktuel værdi
Villa VVilla Færgestrand 6  6720 Fanø,1.850.000 kr.,20-06-2021Alm. Salg,170 m² 10.882 kr/m²,5,1976,,Aktuel værdi
Rækkehus RRækkehus Krogvej 5  6720 Fanø,2.800.000 kr.,18-06-2021Alm. Salg,209 m² 13.397 kr/m²,7,1892,-3%,Aktuel værdi
Villa VVilla Kikkebjergvej 3  6720 Fanø,1.600.000 kr.,11-06-2021Alm. Salg,108 m² 14.815 kr/m²,4,1812,14%,Aktuel værdi
Rækkehus RRækkehus Hovedgaden 92F  6720 Fanø,1.775.000 kr.,10-06-2021Alm. Salg,90 m² 19.722 kr/m²,3,1977,,Aktuel værdi
Rækkehus RRækkehus Søndertoft 21  6720 Fanø,1.900.000 kr.,06-06-2021Alm. Salg,114 m² 16.667 kr/m²,5,1818,-3%,Aktuel værdi
Villa VVilla Mellemgaden 9  6720 Fanø,2.050.000 kr.,02-06-2021Alm. Salg,154 m² 13.312 kr/m²,6,1809,-10%,Aktuel værdi
Villa VVilla Spurvevej 4  6720 Fanø,1.901.000 kr.,01-06-2021Alm. Salg,139 m² 13.676 kr/m²,5,1973,3%,Aktuel værdi
Villa VVilla Engen 6  6720 Fanø,2.425.000 kr.,01-06-2021Alm. Salg,146 m² 16.610 kr/m²,5,2000,-3%,Aktuel værdi
Villa VVilla Bavnebjerg 54  6720 Fanø,1.825.000 kr.,24-05-2021Alm. Salg,124 m² 14.718 kr/m²,5,1997,-1%,Aktuel værdi
Villa VVilla Spelmanns Toft 23  6720 Fanø,2.440.000 kr.,19-05-2021Alm. Salg,160 m² 15.250 kr/m²,5,2006,-2%,Aktuel værdi
Villa VVilla Ved Krotoften 18  6720 Fanø,1.605.000 kr.,14-05-2021Alm. Salg,138 m² 11.630 kr/m²,4,1974,-5%,Aktuel værdi
Villa VVilla Lodsvej 5  6720 Fanø,2.835.000 kr.,13-05-2021Alm. Salg,230 m² 12.326 kr/m²,7,1875,-5%,Aktuel værdi
Rækkehus RRækkehus Brigvej 4A  6720 Fanø,1.168.000 kr.,12-05-2021Alm. Salg,80 m² 14.600 kr/m²,4,1878,-3%,Aktuel værdi
"Villa VVilla Hovedgaden 74, 1  6720 Fanø",3.600.000 kr.,12-05-2021Alm. Salg,183 m² 19.672 kr/m²,7,1959,,Aktuel værdi
Villa VVilla Storetoft 11  6720 Fanø,3.350.000 kr.,08-05-2021Alm. Salg,265 m² 12.642 kr/m²,8,1770,-4%,Aktuel værdi
Villa VVilla Øgdal 1  6720 Fanø,375.000 kr.,18-04-2021Alm. Salg,140 m² 2.679 kr/m²,5,2022,,Aktuel værdi
Villa VVilla Øgdal 6  6720 Fanø,375.000 kr.,18-04-2021Alm. Salg,166 m² 2.259 kr/m²,6,2022,,Aktuel værdi
Villa VVilla Bavnebjerg 9  6720 Fanø,1.900.000 kr.,15-04-2021Alm. Salg,128 m² 14.844 kr/m²,5,1978,,Aktuel værdi
Villa VVilla Søndre Engvej 14A  6720 Fanø,935.000 kr.,13-04-2021Fam. Salg,124 m² 7.540 kr/m²,5,1850,,Aktuel værdi
Villa VVilla Vangled 26  6720 Fanø,3.375.000 kr.,10-04-2021Alm. Salg,170 m² 19.853 kr/m²,4,2003,13%,Aktuel værdi
Villa VVilla Herluf Trolles Vej 1  6720 Fanø,3.250.000 kr.,31-03-2021Alm. Salg,146 m² 22.260 kr/m²,5,1801,2%,Aktuel værdi
Villa VVilla Kallesbjergvej 1  6720 Fanø,3.350.000 kr.,25-03-2021Alm. Salg,196 m² 17.092 kr/m²,6,1780,-4%,Aktuel værdi
"Villa VVilla Hovedgaden 85A, st  6720 Fanø",1.350.000 kr.,25-03-2021Alm. Salg,163 m² 8.282 kr/m²,5,1890,,Aktuel værdi
"Villa VVilla Hovedgaden 85A, 1  6720 Fanø",1.350.000 kr.,25-03-2021Alm. Salg,113 m² 11.947 kr/m²,4,1890,,Aktuel værdi
Villa VVilla Svalevej 2  6720 Fanø,1.465.000 kr.,21-03-2021Alm. Salg,81 m² 18.086 kr/m²,3,1962,,Aktuel værdi
Villa VVilla Navigationsvej 10  6720 Fanø,1.050.000 kr.,15-03-2021Alm. Salg,174 m² 6.034 kr/m²,6,1890,-4%,Aktuel værdi
Villa VVilla Niels Sørensens Vej 4  6720 Fanø,1.675.000 kr.,12-03-2021Alm. Salg,139 m² 12.050 kr/m²,4,1953,,Aktuel værdi
Villa VVilla Vestervejen 37A  6720 Fanø,600.000 kr.,01-03-2021Alm. Salg,168 m² 3.571 kr/m²,6,1907,,Aktuel værdi
Villa VVilla Labyrinten 5  6720 Fanø,1.195.000 kr.,24-02-2021Alm. Salg,142 m² 8.415 kr/m²,4,1837,,Aktuel værdi
Rækkehus RRækkehus Fregatvej 1  6720 Fanø,562.500 kr.,12-02-2021Fam. Salg,139 m² 4.047 kr/m²,4,1797,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 34, 1  6720 Fanø",2.100.000 kr.,08-02-2021Alm. Salg,88 m² 23.864 kr/m²,2,1910,-4%,Aktuel værdi
Villa VVilla Øgdal 2  6720 Fanø,375.000 kr.,07-02-2021Alm. Salg,160 m² 2.344 kr/m²,5,2021,,Aktuel værdi
Villa VVilla Spelmanns Toft 18  6720 Fanø,2.900.000 kr.,04-02-2021Alm. Salg,187 m² 15.508 kr/m²,5,2009,-3%,Aktuel værdi
Villa VVilla Spurvevej 13  6720 Fanø,1.750.000 kr.,02-02-2021Alm. Salg,142 m² 12.324 kr/m²,5,1974,,Aktuel værdi
Rækkehus RRækkehus Valdemarsvej 10  6720 Fanø,1.895.000 kr.,01-02-2021Alm. Salg,86 m² 22.035 kr/m²,3,1858,,Aktuel værdi
Villa VVilla Møllesti 12  6720 Fanø,1.645.000 kr.,30-01-2021Alm. Salg,199 m² 8.266 kr/m²,7,1975,,Aktuel værdi
Rækkehus RRækkehus Vestervejen 30B  6720 Fanø,1.782.500 kr.,18-01-2021Alm. Salg,105 m² 16.976 kr/m²,3,1920,-6%,Aktuel værdi
Rækkehus RRækkehus Vestervejen 30A  6720 Fanø,1.782.500 kr.,18-01-2021Alm. Salg,120 m² 14.854 kr/m²,4,1920,-6%,Aktuel værdi
Villa VVilla Drosselvej 6  6720 Fanø,2.650.000 kr.,18-01-2021Alm. Salg,204 m² 12.990 kr/m²,8,1977,2%,Aktuel værdi
Villa VVilla Kikkebjergvej 31  6720 Fanø,1.025.000 kr.,16-01-2021Alm. Salg,113 m² 9.071 kr/m²,3,1977,-6%,Aktuel værdi
Villa VVilla Engen 24  6720 Fanø,2.166.700 kr.,10-01-2021Alm. Salg,164 m² 13.212 kr/m²,5,2000,-3%,Aktuel værdi
Rækkehus RRækkehus Nordre Engvej 3  6720 Fanø,1.995.000 kr.,06-01-2021Alm. Salg,136 m² 14.669 kr/m²,4,1972,,Aktuel værdi
Villa VVilla Strandvejen 7  6720 Fanø,1.100.000 kr.,03-01-2021Alm. Salg,115 m² 9.565 kr/m²,4,1962,,Aktuel værdi
Villa VVilla Stadionvej 7  6720 Fanø,450.000 kr.,28-12-2020Alm. Salg,129 m² 3.488 kr/m²,5,1986,,Aktuel værdi
Villa VVilla Sønderho Strandvej 8  6720 Fanø,1.900.000 kr.,23-12-2020Alm. Salg,135 m² 14.074 kr/m²,4,1780,-5%,Aktuel værdi
Rækkehus RRækkehus O. C. Hammersvej 4  6720 Fanø,2.495.000 kr.,22-12-2020Alm. Salg,172 m² 14.506 kr/m²,8,1882,,Aktuel værdi
Rækkehus RRækkehus Spelmanns Toft 24A  6720 Fanø,1.595.000 kr.,19-12-2020Alm. Salg,138 m² 11.558 kr/m²,5,2011,-6%,Aktuel værdi
Rækkehus RRækkehus Willemoesvej 14  6720 Fanø,585.000 kr.,14-12-2020Alm. Salg,41 m² 14.268 kr/m²,2,1803,,Aktuel værdi
Villa VVilla Hovedgaden 82  6720 Fanø,1.500.001 kr.,14-12-2020Alm. Salg,139 m² 7.538 kr/m²,5,1950,-23%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Valdemarsvej 16, 1  6720 Fanø",360.155 kr.,13-12-2020Fam. Salg,209 m² 1.723 kr/m²,6,1896,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 65A, 1  6720 Fanø",294.805 kr.,13-12-2020Fam. Salg,203 m² 1.452 kr/m²,6,1890,,Aktuel værdi
"Rækkehus RRækkehus Hovedgaden 19, 1  6720 Fanø",1.800.000 kr.,12-12-2020Alm. Salg,90 m² 20.000 kr/m²,3,1891,-5%,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 22A, 2  6720 Fanø",4.150.000 kr.,10-12-2020Alm. Salg,103 m² 40.291 kr/m²,3,1876,,Aktuel værdi
"Ejerlejlighed EEjerlejlighed Hovedgaden 22A, 1  6720 Fanø",4.150.000 kr.,10-12-2020Alm. Salg,146 m² 28.425 kr/m²,4,1876,,Aktuel værdi
Rækkehus RRækkehus Øster Land 2  6720 Fanø,1.950.000 kr.,03-12-2020Alm. Salg,84 m² 23.214 kr/m²,4,1799,-2%,Aktuel værdi
Villa VVilla Vangled 6  6720 Fanø,1.300.000 kr.,29-11-2020Alm. Salg,160 m² 8.125 kr/m²,4,1960,-5%,Aktuel værdi
Rækkehus RRækkehus Navigationsvej 14  6720 Fanø,467.500 kr.,26-11-2020Fam. Salg,110 m² 4.250 kr/m²,5,1873,,Aktuel værdi
Villa VVilla Vester Storetoft 19  6720 Fanø,2.408.000 kr.,25-11-2020Alm. Salg,114 m² 21.123 kr/m²,4,2005,-4%,Aktuel værdi
Villa VVilla Toftestien 27  6720 Fanø,1.495.000 kr.,23-11-2020Alm. Salg,109 m² 13.716 kr/m²,5,1808,-12%,Aktuel værdi
Villa VVilla Langelinie 1  6720 Fanø,1.125.000 kr.,19-11-2020Alm. Salg,84 m² 13.393 kr/m²,3,1857,-2%,Aktuel værdi
Rækkehus RRækkehus Toftevej 3B  6720 Fanø,1.200.000 kr.,18-11-2020Alm. Salg,95 m² 12.632 kr/m²,4,1977,,Aktuel værdi
Villa VVilla Kikkebjergvej 25  6720 Fanø,1.425.000 kr.,18-11-2020Alm. Salg,134 m² 10.634 kr/m²,5,1967,-1%,Aktuel værdi
Villa VVilla Svenskervej 2  6720 Fanø,400.000 kr.,17-11-2020Fam. Salg,116 m² 3.448 kr/m²,4,1877,,Aktuel værdi
Villa VVilla Kåvervej 13  6720 Fanø,2.550.000 kr.,16-11-2020Alm. Salg,129 m² 19.767 kr/m²,5,1822,13%,Aktuel værdi
Rækkehus RRækkehus Nord Land 2B  6720 Fanø,2.450.000 kr.,12-11-2020Alm. Salg,66 m² 37.121 kr/m²,3,1804,,Aktuel værdi
Villa VVilla Spelmanns Toft 35  6720 Fanø,2.600.000 kr.,12-11-2020Alm. Salg,190 m² 13.684 kr/m²,5,2003,-5%,Aktuel værdi
Rækkehus RRækkehus Svenskervej 6  6720 Fanø,1.100.000 kr.,05-11-2020Alm. Salg,47 m² 23.404 kr/m²,2,1867,,Aktuel værdi
Rækkehus RRækkehus Spelmanns Toft 17A  6720 Fanø,1.170.000 kr.,05-11-2020Alm. Salg,79 m² 14.810 kr/m²,4,2006,,Aktuel værdi
Villa VVilla Brigvej 3  6720 Fanø,2.375.000 kr.,04-11-2020Alm. Salg,183 m² 12.978 kr/m²,7,1840,,Aktuel værdi
Villa VVilla Bavnebjerg 56  6720 Fanø,900.000 kr.,21-10-2020Fam. Salg,180 m² 5.000 kr/m²,6,1997,,Aktuel værdi
Villa VVilla Skolevej 10  6720 Fanø,1.150.000 kr.,20-10-2020Alm. Salg,60 m² 19.167 kr/m²,3,1799,,Aktuel værdi
Villa VVilla Th. Schmidts Vej 2  6720 Fanø,3.200.000 kr.,11-10-2020Alm. Salg,208 m² 15.385 kr/m²,8,1891,-2%,Aktuel værdi
